[22:18:43.419] {"t":"camera3d","f":"place","a":12},
[22:26:44.772] {"t":"narrative","f":"shot","a":{"delta":{"timeline":{"p":{"paused":true,"repeat":0},"actors":{"i3d:camera:rotation":[{"dur":3,"p":{"x":0,"y":0,"z":0,"immediateRender":false}}],"i3d:csphere:position":[{"dur":3,"p":{"x":0,"y":0,"z":0,"immediateRender":false}}],"i3d:csphere:rotation":[{"dur":3,"p":{"x":0,"y":0,"z":0,"immediateRender":false}}],"i2d:plane":[{"dur":3,"p":{"x":0,"y":0,"immediateRender":false}}],"i2d:zoom_plane":[{"dur":3,"p":{"rotation":0,"svgOrigin":"0% 0%","immediateRender":false}}]}}}}},
[22:26:44.826] {"t":"Mediator","f":"component","a":"narrative"},
[22:26:44.827] {"t":"app","f":"onEnter","a":{"name":"shot-anim:scope43"}},
[22:26:44.827] {"t":"timeline","f":"play"},
[22:26:55.896] {"t":"camera3d","f":"home/center","a":77},
[22:26:55.913] {"t":"Mediator","f":"record","a":{"t":"camera3d","f":"home"}},
[22:26:55.915] {"t":"narrative","f":"shot","a":{"delta":{"timeline":{"p":{"paused":true,"repeat":0},"actors":{"i3d:camera:rotation":[{"dur":3,"p":{"x":0,"y":0,"z":0,"immediateRender":false}}],"i3d:csphere:position":[{"dur":3,"p":{"x":0,"y":0,"z":0,"immediateRender":false}}],"i3d:csphere:scale":[{"dur":3,"p":{"x":1,"y":1,"z":1,"immediateRender":false}}],"i3d:csphere:rotation":[{"dur":3,"p":{"x":0,"y":0,"z":0,"immediateRender":false}}],"i2d:plane":[{"dur":3,"p":{"x":0,"y":0,"immediateRender":false}}],"i2d:zoom_plane":[{"dur":3,"p":{"rotation":0,"scale":1,"svgOrigin":"0% 0%","immediateRender":false}}]}}}}},
[22:26:55.963] {"t":"Mediator","f":"component","a":"narrative"},
[22:26:55.967] {"t":"app","f":"onEnter","a":{"name":"shot-anim:scope44"}},
[22:26:55.968] {"t":"timeline","f":"play"},
[22:27:08.671] {"t":"camera3d","f":"dollyZ+","a":79},
[22:27:08.688] {"t":"Mediator","f":"record","a":{"t":"camera3d","f":"dollycutTo","a":{"z":20}}},
[22:27:08.689] {"t":"narrative","f":"shot","a":{"delta":{"timeline":{"p":{"paused":true,"repeat":0},"actors":{"i3d:csphere:position":[{"dur":0,"p":{"x":0,"y":0,"z":20,"immediateRender":false}}]}}}}},
[22:27:08.713] {"t":"Mediator","f":"component","a":"narrative"},
[22:27:08.713] {"t":"app","f":"onEnter","a":{"name":"shot-anim:scope45"}},
[22:27:08.713] {"t":"timeline","f":"play"},
[22:27:14.191] {"t":"camera3d","f":"dollyZ-","a":80},
[22:27:14.210] {"t":"Mediator","f":"record","a":{"t":"camera3d","f":"dollycutTo","a":{"z":-20}}},
[22:27:14.210] {"t":"narrative","f":"shot","a":{"delta":{"timeline":{"p":{"paused":true,"repeat":0},"actors":{"i3d:csphere:position":[{"dur":0,"p":{"x":0,"y":0,"z":-20,"immediateRender":false}}]}}}}},
[22:27:14.227] {"t":"Mediator","f":"component","a":"narrative"},
[22:27:14.228] {"t":"app","f":"onEnter","a":{"name":"shot-anim:scope46"}},
[22:27:14.228] {"t":"timeline","f":"play"},
[22:27:19.256] {"t":"camera3d","f":"dollyZ+","a":79},
[22:27:19.275] {"t":"Mediator","f":"record","a":{"t":"camera3d","f":"dollyflyBy","a":{"z":10,"d":3}}},
[22:27:19.276] {"t":"narrative","f":"shot","a":{"delta":{"timeline":{"p":{"paused":true,"repeat":0},"actors":{"i3d:csphere:position":[{"dur":3,"p":{"x":0,"y":0,"z":-10,"immediateRender":false}}]}}}}},
[22:27:19.290] {"t":"Mediator","f":"component","a":"narrative"},
[22:27:19.291] {"t":"app","f":"onEnter","a":{"name":"shot-anim:scope47"}},
[22:27:19.291] {"t":"timeline","f":"play"},
[22:27:25.618] {"t":"camera3d","f":"dollyZ+","a":79},
[22:27:25.636] {"t":"Mediator","f":"record","a":{"t":"camera3d","f":"dollyflyBy","a":{"z":10,"d":3}}},
[22:27:25.637] {"t":"narrative","f":"shot","a":{"delta":{"timeline":{"p":{"paused":true,"repeat":0},"actors":{"i3d:csphere:position":[{"dur":3,"p":{"x":0,"y":0,"z":0,"immediateRender":false}}]}}}}},
[22:27:25.684] {"t":"Mediator","f":"component","a":"narrative"},
[22:27:25.684] {"t":"app","f":"onEnter","a":{"name":"shot-anim:scope48"}},
[22:27:25.684] {"t":"timeline","f":"play"},
[22:27:29.759] {"t":"camera3d","f":"dollyZ-","a":80},
[22:27:29.777] {"t":"Mediator","f":"record","a":{"t":"camera3d","f":"dollyflyBy","a":{"z":-10,"d":3}}},
[22:27:29.778] {"t":"narrative","f":"shot","a":{"delta":{"timeline":{"p":{"paused":true,"repeat":0},"actors":{"i3d:csphere:position":[{"dur":3,"p":{"x":0,"y":0,"z":-10,"immediateRender":false}}]}}}}},
[22:27:29.815] {"t":"Mediator","f":"component","a":"narrative"},
[22:27:29.815] {"t":"app","f":"onEnter","a":{"name":"shot-anim:scope49"}},
[22:27:29.815] {"t":"timeline","f":"play"},
[22:27:32.822] {"t":"camera3d","f":"dollyZ-","a":80},
[22:27:32.832] {"t":"Mediator","f":"record","a":{"t":"camera3d","f":"dollycutBy","a":{"z":-10}}},
[22:27:32.834] {"t":"narrative","f":"shot","a":{"delta":{"timeline":{"p":{"paused":true,"repeat":0},"actors":{"i3d:csphere:position":[{"dur":0,"p":{"x":0,"y":0,"z":-20,"immediateRender":false}}]}}}}},
[22:27:32.855] {"t":"Mediator","f":"component","a":"narrative"},
[22:27:32.855] {"t":"app","f":"onEnter","a":{"name":"shot-anim:scope50"}},
[22:27:32.855] {"t":"timeline","f":"play"},
